city,district,special provider,provider type,name,specialties,address,mon-fri,sat-sun,appointment tel,foreign lang. service,appointment recommended,website,cn_address,lat,long
Guangzhou,Tianhe District,No,Private,Bellaire International Clinic,"Chiropractic Medicine, Obstetrics & Gynecology, Pediatrics, E.N.T., Ophthalmology","302D,No.28Fulipark ,No.28 Machang road,Tianhe District,Guangzhou",9:00 am - 6:00 pm Public holiday is closed.,9:00 am - 6:00 pm Public holiday is closed.,"00-38910511
1518818990 English
151881899 Japanese","Eng
Jp","",,广州市天河区马场路28号富力公园28商业区302D,23.12248,113.34438
Guangzhou,Tianhe District,No,Private,Wales International Medical Center,"Gynecology, Dentistry, ENT, Ophthalmology","200 East Linhe Road, Tianhe District, Guangzhou",8:00 am - 9:00 pm,8:00 am - 9:00 pm,"00-61138888 H hotline
English: 00-38805959
English: 15986175
Japanese: 00-38851376
Japanese: 1375188087
Arabic: 15010563","Eng
/ Japanese
/Cantonese
/Arabic
/ Russian","",,广州市天河区林和东路200号,23.146314,113.328518
Guangzhou,Tianhe District,No,Private,Guangzhou Zan TCM Clinic,TCM,"130A, 2F Gaodehui Shopping Plaza, 99 Huacheng Avenue, Zhujiang New Town, Tianhe District, Guangzhou",10:00 am - 7:00 pm,10:00 am - 7:00 pm,"00-38615189
18988939368","",Yes,,广州市天河区珠江新城花城大道99号高德汇购物广场2座130A,23.117777,113.333333
Guangzhou,Tianhe District,No,Private,Eur Am International Medical Center,"General Medicine, OB/GYN","1F North Tower, Ocean Pearl Building, 19 Huali Road, Zhujiang New City, Tianhe District, Guangzhou",8:00 am - 8:00 pm ,9:00 am - 6:00 pm,"English: 00-3758538
Japanese: 00-37591168
English: 137101337
H emergency hotline
Japanese: 138611711  H emergency hotline","/Cantonese
Eng
Jp
Ger
/ Swedish
/ Finnish",Yes,,广州市天河区珠江新城华利路19号远洋明珠大厦北座首层,23.118129,113.316342
Guangzhou,Tianhe District,No,Private,Global Doctor Prime Healthcare,"General Medicine, Family Medicine, Emergency Medical Treatment","Ground Floor 101-6, Imperial capital building, No.178 Middle Linhe Road, Tianhe District , Guangzhou",9:00 am - 9:00 pm 24H emergency service,Saturday: 9:00 am - 6:00 pm 24H emergency service,"00-38906699  H
18030301  ER","/Cantonese
Eng
Span
/Portuguese
Kr
Jp","",,广州市天河区林和中路178号帝都大厦首层101-6,23.148949,113.325999
Guangzhou,Tianhe District,No,Private,Distinct HealthCare Zhujiang New Town Medical Center,"Paediatrics, Dermatology","1205-1207 R&F YingKai Building, Huaxia Road, Tianhe District, Guangzhou",8:30 am‐- 5:30 pm ,8:30 am‐- 5:30 pm ,00-38099090,"Eng
Jp
Kr","",,广州市天河区华夏路富力盈凯大厦1205-1207单元,23.118572,113.321822
Guangzhou,Tianhe District,No,Public,"6th Hospital Affiliate to Zhongshan University, Graceland Medical Center","Gastroenterology, Anorectal, Hepatobiliary Surgery, Cardiovascular Diseases","28F, Building No.1, 26 Yuancun Erheng Road, Tianhe District, Guangzhou","8:00 am - 11:30 am, 2:30 pm - 5:00 pm",Saturday: 8:00 am - 11:30 am. Sunday is closed.,00-38777688,Eng,"",www.zs6y.com,广州市天河区员村二横路26号综合大楼28楼,23.11801,113.363969
Guangzhou,Fanyu District,No,Public,"Clifford Hospital, VIP Center","Stomatology, Tumors, Kidney Diseases, Organ Transplant, Acupuncture and Massage","8 Shiguang Road, Fanyu District, Guangzhou","8:00 am - 12:00 pm, 2:00 pm - 5:30 pm Emergency Center: 24H","8:00 am - 12:00 pm, 2:00 pm - 5:30 pm Emergency Center: 24H","00-871813
00-8518 ext.5015","Eng
Fr
Jp
Kr","",www.clifford-hospital.org,广州市番禺区市广路8号,22.972908,113.330485
Guangzhou,Baiyun District,No,Public,"Nanfang Hospital, Huiqiao Building","Hepatobiliary Surgery, Cardiovascular Diseases, Nephrology, Neurosurgery, Gastroenterology","Huiqiao Building, Nanfang Hospital, 1838 North Guangzhou Avenue, Baiyun District, Guangzhou","8:00 am - 11:30 am, 2:30 pm - 5:00 pm",Saturday: 8:00 am - 11:30 am. Sunday is closed.,"00-678776 h
00-6169 8:00-1:00; 1:30-17:30",Eng,"",www.nfyy.com,广州市白云区广州大道北1838号南方医院惠侨楼,23.188765,113.330663
Guangzhou,Tianhe District,No,Dental,Guangzhou Bybo Dental Clinic-IFC Dental Clinic,Dental,"51F Main Tower, Guangzhou International Finance Center (IFC), No. 5 West Zhujiang Road, Tianhe District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-88831067,Eng,Yes,www.pkuszh.com,广州市天河区珠江西路5号广州国际金融中心主塔写字楼第51层,23.118191,113.323353
Guangzhou,Tianhe District,No,Dental,Guangzhou Bybo Dental Clinic-Wiston Dental Clinic,Dental,"2F No. 52 Yayi Street, Dongpu Road, Tianhe District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-3877397,Eng,Yes,www.szrch.com,广州市天河区东圃大马路雅怡街52号2楼,23.118732,113.402222
Guangzhou,Tianhe District,No,Dental,Dr.Lu International Dental Clinic,Dental,"Room 603-604, 6F Metro Plaza, 183 North Tianhe Road, Tianhe District, Guangzhou", 9:00 am - 6:00 pm,Saturday: 9:00 am - 6:00 pm Sunday is closed.,00-87553380,Eng,Yes,www.hku-szh.org,广州市天河区天河北路183号大都会广场603-604室,23.141701,113.322556
Guangzhou,Tianhe District,No,Dental,Guangzhou ARRAIL Dental Clinic-Gaode Clinic ,Dental,"606 Block F, GT-Land Plaza, 11 East Zhujiang Road, Zhujiang New Town, Tianhe District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-806806,Eng,Yes,www.zsufivehos.com,广州市天河区珠江新城珠江东路11号高德置地广场F座606室,23.11999,113.325949
Guangzhou,Tianhe District,No,Dental,Guangzhou Xinyi Dental Clinic,Dental,"34 Longsheng Street, West Longkou Road, Tianhe District, Guangzhou",9:00 am - 9:00 pm (except Wednesday) 9:00 am - 6:00 pm (Wednesday), 9:00 am - 9:00 pm ,00-8753906,Eng,Yes,www.khhospital.com,广州市天河区龙口西路龙盛街34号,23.13917,113.335698
Guiyang,Nanming District,No,Wellness Checkup,Meinian Health Kangyan Clinic,Physical Checkup,"46 Guanshui Road, Nanming District, Guiyang",8:00 am - 12:00 pm,closed,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,贵阳市南明区观水路46号,26.570954,106.727988
Harbin,Nangang District,No,Wellness Checkup,Meinian Health Nangang Clinic,Physical Checkup,"40 Wuduan Road, Nangang District, Harbin",7:30 am - 4:00 pm,"Saturday: 7:30 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,哈尔滨市南岗区五瑞街40号,45.7343,126.627744
Harbin,Daowai District,No,Wellness Checkup,Meinian Health Daowai Clinic,Physical Checkup,"359 Nanzhi Road, Daowai District, Harbin",7:30 am - 4:00 pm,"Saturday: 7:30 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,哈尔滨市道外区南直路359号,45.772505,126.705602
Hami,"",No,Wellness Checkup,Meinian Health Hami Clinic,Physical Checkup,"23 North Jianguo Road, Hami",9:30 am - 6:00 pm,Saturday: 9:30 am - 1:30 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,哈密市建国北路23号,42.833812,93.528724
Hangzhou,Xiacheng District,No,Wellness Checkup,Meinian Health Yan'an Road Clinic,Physical Checkup,"3F Building A, Zhejiang Erqing Plaza, 408 Yan'an Road, Xiacheng District, Hangzhou",Tuesday - Sunday: 7:30 am - 10:30 am Monday is closed.,7:30 am - 10:30 am,"01-569550 ext. 80
1500058316 ",Eng,Yes,,杭州市下城区延安路408号浙江二轻大厦A座3层,30.262375,120.164154
Hangzhou,Binjiang District,No,Wellness Checkup,Meinian Health Binjiang Clinic,Physical Checkup,"2-3F,NO.1508 Hailiang Building ,Bing Sheng Rd. Binjiang District, Hangzhou",Tuesday - Sunday: 7:30 am - 10:30 am Monday is closed.,7:30 am - 10:30 am,"01-569550 ext. 80
1500058316 ",Eng,Yes,,杭州市滨江区滨盛路1508号海亮大厦2-3层,30.213041,120.211104
Hangzhou,Xihu District,No,Private,Hangzhou Aima Maternity Hospital,"Internal Medicine, Gynecology, Obstetrics, Pediatrics, TCM","666 Gudun Road, Xihu District, Hangzhou",8:00 am - 5:00 pm,8:00 am - 5:00 pm,"0571-56818818
0571-56818009
0571-56868888",Eng,"",,杭州市西湖区古墩路666号,30.308252,120.096854
Hangzhou,Xihu District,No,Private,Hangzhou Can Am International Medical Center,"GP, Physical Therapy","Room 301, G Zone, Building No.2, EAC Apartment, 26 Jiaogong Road, Xihu District, Hangzhou",9:00 am - 6:00 pm ,"Saturday: 9:00 am - 1:00 pm, Sunday is closed.",0571-870510,Eng,Yes,,杭州市西湖区教工路26号世贸丽晶城欧美中心2号楼G区301室,30.273997,120.13714
Hangzhou,ShangCheng District,No,Private,Hangzhou American-Sino OBGYN Pediatrics Services,"Obstetrics, Gynaecology, Pediatrics","558 Middle Zhongshan Road, Shangcheng District, HangZhou","9:00 am - 12:00 pm, 1:00 pm - 5:00 pm","Saturday: 9:00 am - 12:00 pm, 1:00 pm - 5:00 pm Sunday is closed.",00-855-9888,Eng,"",,杭州市上城区中山中路558号,30.25788,120.169919
Hangzhou,Xihu District,No,Public,"Zhejiang Hospital, Anchor International Healthcare Center","Geriatrics, Critical Care Medicine, Cardiology","2F, Outpatient Building, 12 Lingyin Road, Xihu District, Hangzhou",8:00 am - 5:00 pm,Sat.: 9:00 am - 3:00 pm Sun.: Closed,"0571-8807705
1333618010",Eng,Yes,http://www.zjhospital.com.cn/,杭州市西湖区灵隐路12 号门诊楼2楼,30.247876,120.125804
Hangzhou,Jianggan District,No,Public,"Sir Run Run Shaw Hospital, International Medical Center","Micro Injury Surgery, Angiocardiopathy Interventional Therapy","5F, Building No.3, 3 East Qingchun Road, Jianggan District, Hangzhou","8:00 am - 12:00 pm, 1:30 pm - 5:00 pm, Night outpatient service: 5:00 pm - 9:00 pm (Please make appointment two days in advance)","8:00 am - 12:00 pm, 1:30 pm - 5:00 pm (Please make appointment two days in advance)",0571-86006118,Eng,Yes,http://www.srrsh.com/,杭州市江干区庆春东路3号3号楼5楼,30.257328,120.203945
Hangzhou,Binjiang District,No,Public,"The Second Affiliated Hospital Zhejiang University School of Medicine, International Medicine Department (Binjiang Branch)","Cardiovascular Diseases, Orthopedics, Ophthalmology, Neurology, General Surgery , Burns, Tumors, Dermatology, Respiratory Internal Medicine","7F Central Building, 1511 Jianghong Road, Binjiang District, Hangzhou","",Closed,0571-89713988,Eng,"",http://www.z2hospital.com/cms/default.aspx,杭州市滨江区江虹路1511号门诊大楼7楼,30.201261,120.198151
Hangzhou,Xihu District,No,Dental, Hangzhou Arrail Dental Clinic-EAC Clinic,Dental," F203, 2F Block B, Europe and America Center, 26 Jiaogong Road, Xihu District, Hangzhou",10:00 am - 6:00 pm,10:00 am - 6:00 pm,0571-81389000,Eng,Yes,,杭州市西湖区教工路26号欧美中心B座二楼F203,30.272623,120.137027
Hangzhou,ShangCheng District,No,Dental,Hangzhou Ivy Dental Clinic,Dental," 6 Feiyunjiang Road, Shangcheng District, Hangzhou",9:00 am -5:30 pm (Monday Closed),9:00 am -5:30 pm,"0571-86817798
0571-86817799",Eng,Yes,,杭州市上城区飞云江路6号,30.214882,120.17945
Hefei,Shushan District,No,Wellness Checkup,Meinian Health Boruikang Clinic,Physical Checkup,"Room 2306, Building A, Xincheng Guoji Building, Shushan District, Hefei",7:30 am - 12:00 pm Monday is closed.,7:30 am - 12:00 pm,"01-569550 ext. 80
1500058316 ",Eng,Yes,,合肥市蜀山区新城国际大厦A座2306室,31.814732,117.2328
Hohhot ,Huimin District,No,Wellness Checkup,Meinian Health Hohhot Clinic,Physical Checkup,"22, 1F Yunding Shopping Center, North Tongdao Street, Huimin District, Hohhot", 7:50 am - 12:00 pm,Saturday: 7:50 am - 12:00 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,呼和浩特市回民区通道北街云鼎商业中心1层22号,40.825397,111.653198
Hohhot ,Xincheng District,No,Dental,Hohhot Yafei Dental,Dental,"3F Third Sightseeing Elvator, Block B, Chang'an Jin Zuo, East Xinhua Street, Xincheng District, Hohhot",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,呼和浩特市新城区新华东街长安金座B座3号观光电梯三楼,40.829595,111.705945
Jilin,Fengman District,No,Wellness Checkup,Meinian Health Fengman Clinic,Physical Checkup,"Beside Museum, Century Square, Fengman District, Jilin",7:00 am - 12:00 pm,Saturday: 7:00 am - 12:00 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,吉林市丰满区世纪广场博物馆旁,43.828724,126.563603
Ji'nan,Tianqiao District,No,Wellness Checkup,Meinian Health Minghu Clinic,Physical Checkup,"west of Paris Garden, West Minghu Road, Tianqiao District, Ji'nan",8:00 am - 11:30 am, Saturday: 8:00 am - 11:30 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,济南市天桥区明湖西路巴黎花园西邻,36.67674,117.01123
Ji'nan,Shizhong District,No,Public,"Shandong Provincial Qianfoshan Hospital, International Medical Center","Cardiology, Gastroenterology, Endocrinology, Nephrology, Neurology","Southwest Area, 2F Internal Medicine Building, 16766 Jingshi Road,  Shizhong District, Ji'nan","8:00 am - 11:30 am, 1:30 pm - 4:00 pm ",Closed,0531-896908,"Eng
Jp ",Yes,,济南市市中区经十路16766号内科综合楼2楼西南区,36.648354,117.042632
Jiyuan,"",No,Wellness Checkup,Meinian Health Jiyuan Clinic,Physical Checkup,"Jigao Comprehensive Buiding, Qinyuan Road, Jiyuan","7:50 am - 12:00 pm, 3:00 pm - 5:00 pm","7:50 am - 12:00 pm, 3:00 pm - 5:00 pm","01-13913 ext. 8308
1500058316 ",Eng,Yes,,济源市沁园南路（市政府向南500米）路东,35.06903,112.602344
Jinzhou,Guta District,No,Wellness Checkup,Meinian Health Jinzhou Clinic,Physical Checkup,"19, 37th Jiefang Road, Guta District, Jinzhou",8:00 am - 4:00 pm,"Saturday: 8:00 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,锦州市古塔区解放路37段19号,41.114185,121.165257
Kunming,Panlong District,No,Wellness Checkup,Meinian Health Kunming Clinic,Physical Checkup,"Building No.11, SOHO Junyuan, Beijing Road, Panlong District, Kunming",7:30 am - 6:00 pm,Saturday: 7:30 am - 6:00 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,昆明市盘龙区北京路SOHO俊园11栋,25.059259,102.722318
Kunming,Wuhua District,No,Private,Kunming Sino-UK Angel Women's & Children's Hospital,OB/GYN,"199 Dianmian Road, Wuhua District, Kunming","","","0871-67379999
006-819- ",Eng,"",,昆明市五华区滇缅大道199号,25.052916,102.689583
Kunming,Panlong District,No,Private,Yunnan Richland Hospital,"Internal Medicine, Dental Treatment","1028 Yanchang Line, Beijing Road, Panlong District, Kunming","","",0871-571988,Eng,"",,昆明市盘龙区北京路延长线1028号,25.060085,102.72082
Kunming,Xishan District,No,Dental,Kunming Ibyer Holiday Resort Dental Clinic,Dental,"No.956, Dianchi Road, Xishan District, Kunming",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0871-6638777,Eng,Yes,,昆明市西山区滇池路956号,24.998371,102.666844
Kunming,Wuhua District,No,Dental,Kunming Ibyer Dental Clinic,Dental,"52 Baoshan Street, Wuhua District, Kunming",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0871-660677,Eng,Yes,,昆明市五华区宝善街52号,25.035729,102.712859
Kunming,Panlong District,No,Dental,Kunming Ibyer Xin Ying Dental Clinic,Dental,"1-4 Building No. 2, Xinxing Road, Xinying Residential Area, Panlong District, Kunming",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0871-6567693,Eng,Yes,,昆明市盘龙区新迎小区北区新兴路2幢1-4号,25.05073,102.72803
Kunshan,Kunshan,No,Wellness Checkup,Meinian Health Kunshan Clinic,Physical Checkup,"1-3F, 58 Zhongyin Square, South Bolu Road, Kunshan",7:30 am - 10:15 am Monday is closed.,7:30 am - 10:15 am,"01-569550 ext. 80
1500058316 ",Eng,"",,昆山市柏庐南路中茵广场58号1-3楼,31.371993,120.966089
Lanzhou,Qilihe District,No,Wellness Checkup,Meinian Health Lanzhou Qilihe Clinic,Physical Checkup,"3F Jinyu Mansion, East Xijin Road, Qilihe District, Lanzhou",7:50 am - 5:30 pm,"Saturday: 7:50 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,兰州市七里河区西津东路金雨大厦3楼,36.066051,103.781172
Linyi,Lanshan District,No,Wellness Checkup,Meinian Health Linyi Clinic,Physical Checkup,"along the street building, Qiaokelidu, Shangcheng Road, Lanshan District, Linyi",8:00 am - 4:30 pm,"Saturday: 8:00 am - 11:30 am, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,临沂市兰山区涑河南街3号（万兴都）2号楼B区三层,35.076387,118.347429
Luoyang,High Tech Development Zone,No,Wellness Checkup,Meinian Health Luoyang Clinic,Physical Checkup,"50m across North Binhe Road and Haitang Road, High Tech Development Zone, Luoyang",7:30 am - 12:00 pm,Saturday: 7:30 am - 12:00 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,洛阳市高新技术开发区滨河北路与海棠路交叉口北50米,34.628014,112.411182
Luoyang,Luolong District,No,Public,New District Hospital of The First Affiliated Hospital of Henan University of Science and Technology,"Encephalopathy Center, Gynecology, Pediatrics, Minimal Invasive Surgery, Health Management","636 Guanlin Road, Luolong District, Luoyang (cross Xuefu Street)"," 8:30 am - 11:30 am, 1:00 pm - 5:00 pm",closed,0379-6983315,Eng,Yes,http://yfy.haust.edu.cn/,洛阳市洛龙区关林路636号（关林路与学府街交叉口）,34.59909,112.428923
Luoyang,Xigong District,No,Dental,Luoyang Liuhe Dental Hospital,Dental,"Chun Lei Mansion, 58 Jiudu Road, Xigong District, Luoyang",8:30 am - 6:00 pm,8:30 am - 6:00 pm,0379-6356666,Eng,Yes,,洛阳市西工区九都路58号春蕾大厦,34.66339,112.444719
Nanchang,Qingshanhu District,No,Wellness Checkup,Meinian Health Jingdong Clinic,Physical Checkup,"1F Dongcheng Hotel, 777 Jingdong Avenue, Qingshanhu District, Nanchang",7:30 am - 11:30 am Monday is closed.,7:30 am - 11:30 am,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,南昌市青山湖区京东大道777号东城宾馆1楼,28.672299,115.967688
Nanchang,Donghu District,No,Wellness Checkup,Meinian Health Changgeng Clinic,Physical Checkup,"3F, Building No.3, Jintao International Garden, 71 East Yangming Road, Donghu District, Nanchang",7:30 am - 11:30 am,Saturday: 8:00 am - 10:30 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,南昌市东湖区阳明东路71号金涛国际花园3号楼3楼,28.68847,115.906511
Nanjing,Qinhuai District,No,Wellness Checkup,Meinian Health Zhangfuyuan Clinic,Physical Checkup,"2F Renbao Building, 98 Jianye Road, Qinhuai District, Nanjing",Tuesday - Sunday: 7:30 am - 2:30 pm Monday is closed.,7:30 am - 2:30 pm,"01-569550 ext. 80
1500058316 ",Eng,Yes,,南京市秦淮区建邺路98号人保大厦2层,32.031074,118.780453
Nanjing,Qinhuai District,No,Private,Nanjing HSCYBELE Obstetrics and Gynecology Hospital,"OB/GYN, Pediatrics","No.9,West Wenti Road, Shuiximen Avenue, Qinhuai District, Nanjing",8:00 am - 5:00 pm,8:00 am - 5:00 pm,05-86577607 H,"Eng
Jp","",,南京市秦淮区水西门大街文体西路9号,32.029518,118.759284
Nanjing,Jianye District,No,Private,Global Doctor Nanjing Clinic,"General Medicine, Family Medicine, Emergency Medical Treatment","No.283 shui xi men street, Jianye District, Nanjing",9:00 am - 6:00 pm 24 hours emergency service,Saturday: 9:00 am - 6:00 pm Sunday is closed. 24 hours emergency service,"05-86519991
1505050809","Eng
/ Spanish
/Portuguese
Jp
Kr",Yes,,中国南京市建邺区水西门大街283号,32.034141,118.744896
Nanjing,Qinhuai District,No,Public,"Nanjing First Hospital, Social Service Dept","Cardiology, Thoracic Surgery, Endocrinology, Urology","68 Changle Road, Qinhuai District, Nanjing","8:30 am - 12:00 pm, 2:00 pm - 5:30 pm",Closed,"00-80-0955 Group
00-80-7553 Individual",Eng,"",http://www.njsdyyy.com.cn/（被屏蔽）,南京市秦淮区长乐路68号,32.017253,118.783811
Nanning,Jiangnan District,No,Wellness Checkup,Meinian Health Nanning Clinic,Physical Checkup,"A105, Building No.1, Jinxiu Jiangnan, 39 Baisha Avenue, Jiangnan District, Nanning",7:30 am - 12:00 pm,"Saturday: 8:00 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,南宁市江南区白沙大道39号锦绣江南1号楼A105,22.77671,108.315884
Ningbo,Haishu District,No,Public,"Ningbo No.2 Hospital, Patients Service Center","Neurology, Urology, General Surgery, Hepatology, Burns","1F Building No. 7, 41 Xibei Street, Haishu District, Ningbo","8:00 am - 11:30 am, 2:00 pm - 5:00 pm",Closed,"057-83870950  Office hour
13857807979  Emergency",Eng,Yes,http://www.nbdeyy.com/,宁波市海曙区西北街41号7号楼1楼,29.881746,121.543872
